# Frostfuscator Mapping File
# Generated at 2026-07-20T15:10:39.862313800

# Class Mappings
    com/acme/frostfixture/LambdaUser.zkvxyaGWpivqp3()Ljava/lang/String; -> qp
    com/acme/frostfixture/c.loadCache(I)I -> apv
    com/acme/frostfixture/FlowCases.dt94tWwgT5()Ljava/lang/String; -> lr
    com/acme/frostfixture/StringsAndNumbers.numericMixer(I)I -> alc
    com/acme/frostfixture/LambdaUser.gNQRUaLNvBdUl()Ljava/lang/String; -> ql
    com/acme/frostfixture/ResourceUser.f8AA3HqsU()Ljava/lang/String; -> ahe
    com/acme/frostfixture/n.mergeOptions(J)J -> awf
    com/acme/frostfixture/b.commitChanges(Ljava/lang/String;)Z -> apq
    javax/management/DescriptorKey.value()Ljava/lang/String; -> is
    com/acme/frostfixture/FixtureApp.fgysPWDTumv1Srr()Ljava/lang/String; -> hi
    com/acme/frostfixture/MbaCases.AQxusiIyYAHNhys()Ljava/lang/String; -> tr
    com/acme/frostfixture/ResourceUser.qVK5eGpVldVnq()Ljava/lang/String; -> agx
    com/acme/frostfixture/GenericBox.UsWzcJZVNzo()Ljava/lang/String; -> nq
    com/acme/frostfixture/FlowCases.JQBh50KV1()Ljava/lang/String; -> jw
    com/acme/frostfixture/PluginEntrypoint.EZP5ODURC3YBBM()Ljava/lang/String; -> zu
    com/acme/frostfixture/ReflectionTarget.iq9VIIPYCHmL()Ljava/lang/String; -> aet
    com/acme/frostfixture/g.resolveContext(Ljava/lang/String;)Z -> ash
    com/acme/frostfixture/AnnotatedEndpoint.Czv1iETMWvr()Ljava/lang/String; -> o
    com/acme/frostfixture/FlowCases.qrJL0hSlXAsd5iP()Ljava/lang/String; -> jf
    com/acme/frostfixture/NativeBridge.lY9C6CYOrZ()Ljava/lang/String; -> xu
    com/acme/frostfixture/ServiceImpl.Z4w2EG2kFNBtIW()Ljava/lang/String; -> akp
    com/acme/frostfixture/AnnotatedEndpoint.pTlVNuKsHBK()Ljava/lang/String; -> ae
    com/acme/frostfixture/ServiceImpl.sw5Ox1uAbGWLB()Ljava/lang/String; -> aje
    com/acme/frostfixture/h.buildLookupKey([I)I -> atl
    com/acme/frostfixture/TracePrinter.nIzNoC349b()Ljava/lang/String; -> amd
    com/acme/frostfixture/MbaCases.EwuhDi6mE7Zt8()Ljava/lang/String; -> tn
    com/acme/frostfixture/MbaCases.fgqg3KiEuYqiKhQ()Ljava/lang/String; -> ul
    com/acme/frostfixture/AnnotatedEndpoint.Wpp9VLr80NO()Ljava/lang/String; -> cb
    com/acme/frostfixture/ReflectionTarget.E8dbjY8EC()Ljava/lang/String; -> acd
    com/acme/frostfixture/ResourceUser.jn1q7e1yM()Ljava/lang/String; -> ahb
    com/acme/frostfixture/MbaCases.ZFhmjwvHDo()Ljava/lang/String; -> tx
    com/acme/frostfixture/TracePrinter.FYpx7j6R0mGvyX()Ljava/lang/String; -> amt
    com/acme/frostfixture/g.buildLookupKey([I)I -> ast
    com/acme/frostfixture/TracePrinter.VoFONugakAIgAF()Ljava/lang/String; -> anj
    com/acme/frostfixture/TracePrinter.OdLeOsmZnBskzl()Ljava/lang/String; -> amr
    com/acme/frostfixture/GenericBox.jw5VJhjEOhvWkHE()Ljava/lang/String; -> or
    com/acme/frostfixture/c.readProperty(Ljava/util/Collection;)I -> aqo
    com/acme/frostfixture/TracePrinter.FeYKEvh04oPU()Ljava/lang/String; -> amp
    com/acme/frostfixture/FixtureApp.iJC0dNcWgXBXUU()Ljava/lang/String; -> ip
    com/acme/frostfixture/e.formatStatus([I)I -> arg
    com/acme/frostfixture/TracePrinter.vyRXohmJwf2cg()Ljava/lang/String; -> amx
    com/acme/frostfixture/t.mergeOptions(J)J -> aze
    com/acme/frostfixture/ApiHidingCases.AY3GgsZS6()Ljava/lang/String; -> ed
    com/acme/frostfixture/FixtureApp.unreachablePrivateMethod()Ljava/lang/String; -> fq
    com/acme/frostfixture/g.countEntries()V -> ask
    com/acme/frostfixture/FlowCases.Uv066VUZw()Ljava/lang/String; -> kh
    com/acme/frostfixture/a.countEntries()V -> aoi
    com/acme/frostfixture/GenericBox.fxEFsXUu0hx0UM()Ljava/lang/String; -> ot
    com/acme/frostfixture/m.countEntries()V -> awa
    com/acme/frostfixture/AnnotatedEndpoint.sfh1e8vQNf57A()Ljava/lang/String; -> t
    com/acme/frostfixture/GenericBox.sWw3yy4wZ()Ljava/lang/String; -> mx
    com/acme/frostfixture/FixtureApp.RFKdCbnfWUKSX()Ljava/lang/String; -> ij
    com/acme/frostfixture/ServiceImpl.compute(Ljava/lang/String;I)Ljava/lang/String; -> aib
    com/acme/frostfixture/LambdaUser.dNS6RNIvF()Ljava/lang/String; -> pv
    com/acme/frostfixture/LambdaUser.rSZcNsRKlfByj()Ljava/lang/String; -> rm
    com/acme/frostfixture/ApiHidingCases.AuEYRnZ9wLM7Qf()Ljava/lang/String; -> dw
    com/acme/frostfixture/FlowCases.yF5znYfjp15jufp()Ljava/lang/String; -> jx
    com/acme/frostfixture/FlowCases.wXcNM4wDDUSwO()Ljava/lang/String; -> lt
    com/acme/frostfixture/FixtureApp.pwEMxeOM5fC()Ljava/lang/String; -> im
    com/acme/frostfixture/LambdaUser.wG14ThzA0tVsskS()Ljava/lang/String; -> qn
    com/acme/frostfixture/r.isReady(Ljava/util/Map;)Ljava/util/Map; -> axy
    com/acme/frostfixture/GenericBox.mqFzdUcSxkyuiHb()Ljava/lang/String; -> ok
    com/acme/frostfixture/LambdaUser.W4HRi9JeQ()Ljava/lang/String; -> pr
    com/acme/frostfixture/c.applyDefaults(J)J -> aqh
    com/acme/frostfixture/ResourceUser.JFzITjnestt2()Ljava/lang/String; -> agh
    com/acme/frostfixture/q.saveCache(Ljava/lang/String;)Ljava/lang/String; -> axi
    com/acme/frostfixture/j.closeSession(I)I -> aup
    com/acme/frostfixture/GenericBox.first()Ljava/lang/Comparable; -> mc
    com/acme/frostfixture/FlowCases.C3fcZ8dfs()Ljava/lang/String; -> ka
    com/acme/frostfixture/GenericBox.NJz1N9cBJTasmtH()Ljava/lang/String; -> ou
    com/acme/frostfixture/GenericBox.Z6NLs8ArxdA()Ljava/lang/String; -> nf
    com/acme/frostfixture/FixtureApp.TqhjCdS7x()Ljava/lang/String; -> hy
    com/acme/frostfixture/AnnotatedEndpoint.xmY0kcOibQGHDhf()Ljava/lang/String; -> cc
    com/acme/frostfixture/ReflectionTarget.yzLNZqAWX()Ljava/lang/String; -> acf
    com/acme/frostfixture/ResourceUser.HsMuMcTb1M()Ljava/lang/String; -> agd
    com/acme/frostfixture/l.resetState()V -> avt
    com/acme/frostfixture/ApiHidingCases.oziTPm99VAe()Ljava/lang/String; -> ep
    com/acme/frostfixture/ServiceImpl.YGLm2FnGf3Wy()Ljava/lang/String; -> ain
    com/acme/frostfixture/ApiHidingCases.hlF4UleRs9X(Ljava/lang/String;I)Ljava/lang/String; -> cj
    com/acme/frostfixture/ReflectionTarget.g6CU4tWjli()Ljava/lang/String; -> abs
    com/acme/frostfixture/ApiHidingCases.eKmpLok4270B6f()Ljava/lang/String; -> ez
    com/acme/frostfixture/MbaCases.cFxP0UpvfsHBV4I()Ljava/lang/String; -> uv
    com/acme/frostfixture/FlowCases.EC3IiEIu6()Ljava/lang/String; -> ma
    com/acme/frostfixture/PluginEntrypoint.vp0gQ9v08W()Ljava/lang/String; -> aah
    com/acme/frostfixture/h.readProperty(Ljava/util/Collection;)I -> atq
    com/acme/frostfixture/GenericBox.ghSqF53R6E()Ljava/lang/String; -> na
    com/acme/frostfixture/TracePrinter.Hs9qYJib9Q()Ljava/lang/String; -> alz
    com/acme/frostfixture/GenericBox.HjA1sq1W7FGL()Ljava/lang/String; -> om
    com/acme/frostfixture/AnnotatedEndpoint.fJUfvE85og()Ljava/lang/String; -> z
    com/acme/frostfixture/PluginEntrypoint.JIZSfaLzm()Ljava/lang/String; -> abe
    com/acme/frostfixture/MbaCases.mix(IJ)J -> si
    com/acme/frostfixture/TracePrinter.JpDFjm7HkN()Ljava/lang/String; -> ams
    com/acme/frostfixture/AnnotatedEndpoint.gQyPHgNYKY()Ljava/lang/String; -> cg
    com/acme/frostfixture/TracePrinter.vcKiAFGC7909()Ljava/lang/String; -> anp
    com/acme/frostfixture/NativeBridge.w9xT4t5I6()Ljava/lang/String; -> vw
    com/acme/frostfixture/LambdaUser.QSlL0JKk3ogmca()Ljava/lang/String; -> qe
    com/acme/frostfixture/ResourceUser.WT9UGYFXK()Ljava/lang/String; -> afa
    com/acme/frostfixture/FlowCases.Qo7MSNZpcxc()Ljava/lang/String; -> kv
    com/acme/frostfixture/d.refreshSnapshot(Ljava/lang/String;)Ljava/lang/String; -> aqz
    jdk/jfr/snippets/Snippets$Temperature.value()Ljava/lang/String; -> is
    com/acme/frostfixture/ReflectionTarget.DNTV66F2xpy71C()Ljava/lang/String; -> adj
    com/acme/frostfixture/NativeBridge.esvnUuonoKT()Ljava/lang/String; -> vq
    com/acme/frostfixture/FlowCases.zvGw0FClcBy()Ljava/lang/String; -> kl
    com/acme/frostfixture/a.shouldRetry(Ljava/util/Map;)Ljava/util/Map; -> aos
    com/acme/frostfixture/LambdaUser.dYxWLbP6be()Ljava/lang/String; -> sc
    com/acme/frostfixture/q.loadCache(I)I -> axh
    com/acme/frostfixture/TracePrinter.mLnv7qibQn5hECn()Ljava/lang/String; -> amk
    com/acme/frostfixture/ApiHidingCases.FaEtEyfzr8ABer()Ljava/lang/String; -> du
    com/acme/frostfixture/s.buildLookupKey([I)I -> ayq
    com/acme/frostfixture/LambdaUser.GkwuRrqyOL()Ljava/lang/String; -> qa
    com/acme/frostfixture/FixtureApp.h5HVIQtTw5n1XA1()Ljava/lang/String; -> gd
    com/acme/frostfixture/ApiHidingCases.t59HOkGUOZt()Ljava/lang/String; -> ek
    jdk/jfr/Description.value()Ljava/lang/String; -> is
    com/acme/frostfixture/ReflectionTarget.CZZuyRij1UC()Ljava/lang/String; -> add
    com/acme/frostfixture/LambdaUser.ddi1A5ki4V3()Ljava/lang/String; -> qq
    com/acme/frostfixture/ReflectionTarget.ThCDShoZn()Ljava/lang/String; -> aej
    com/acme/frostfixture/GenericBox.x8CP0gCgaAt3()Ljava/lang/String; -> ns
    com/acme/frostfixture/b.drainQueue(I)I -> apo
    com/acme/frostfixture/x.resolveContext(Ljava/lang/String;)Z -> bbb
    com/acme/frostfixture/g.loadCache(I)I -> asf
    com/acme/frostfixture/AnnotatedEndpoint.Kj3pXuxvo9()Ljava/lang/String; -> aq
    com/acme/frostfixture/MbaCases.Id1KbI70zoGi()Ljava/lang/String; -> un
    com/acme/frostfixture/LambdaUser.bORK4ICA4m8fgp()Ljava/lang/String; -> sa
    com/acme/frostfixture/ReflectionTarget.Lp87Ytv5N()Ljava/lang/String; -> adc
    com/acme/frostfixture/g.saveCache(Ljava/lang/String;)Ljava/lang/String; -> asg
    com/acme/frostfixture/FlowCases.jYpHv2rlgxD8D()Ljava/lang/String; -> jr
    com/acme/frostfixture/ServiceImpl.qeksxJxZWBd4()Ljava/lang/String; -> akg
    com/acme/frostfixture/LambdaUser.ksSuKf8o2Yg1IW()Ljava/lang/String; -> qs
    com/acme/frostfixture/ReflectionTarget.rnw6Z8M8DGg()Ljava/lang/String; -> aec
    com/acme/frostfixture/b.applyDefaults(J)J -> apk
    com/acme/frostfixture/GenericBox.Kgs06aj1XL6WGu()Ljava/lang/String; -> oi
    com/acme/frostfixture/PluginEntrypoint.kTBeRAJZjz()Ljava/lang/String; -> aae
    com/acme/frostfixture/TracePrinter.WfkmdbHJk()Ljava/lang/String; -> alq
    com/acme/frostfixture/FlowCases.N7aSfaJARd()Ljava/lang/String; -> le
    com/acme/frostfixture/ApiHidingCases.N7LowQHiu()Ljava/lang/String; -> dj
    com/acme/frostfixture/ApiHidingCases.AcEmu81Uw()Ljava/lang/String; -> da
    com/acme/frostfixture/NativeBridge.VwZ5CLkBgRzAJ()Ljava/lang/String; -> vr
    com/acme/frostfixture/NativeBridge.rUI2NmG5yz()Ljava/lang/String; -> vy
    com/acme/frostfixture/ServiceApi.compute(Ljava/lang/String;I)Ljava/lang/String; -> aib
    com/acme/frostfixture/TracePrinter.RYaqs4kipp()Ljava/lang/String; -> amv
    com/acme/frostfixture/NativeBridge.UYisvFbYyFQ()Ljava/lang/String; -> wm
    com/acme/frostfixture/ApiHidingCases.pInyC7QliiFPYn()Ljava/lang/String; -> cq
    com/acme/frostfixture/n.isReady(Ljava/util/Map;)Ljava/util/Map; -> awi
    com/acme/frostfixture/ResourceUser.paY2bPNig()Ljava/lang/String; -> afc
    com/acme/frostfixture/p.formatStatus([I)I -> axb
    com/acme/frostfixture/ServiceImpl.xruVRgzaHIwylJ()Ljava/lang/String; -> akh
    com/acme/frostfixture/ServiceImpl.i7uO7kvlJvuh7l()Ljava/lang/String; -> ala
    com/acme/frostfixture/ReflectionTarget.h08Dqt02V9Y8zp()Ljava/lang/String; -> aea
    com/acme/frostfixture/TracePrinter.MF2eEfwjxM9()Ljava/lang/String; -> anv
    com/acme/frostfixture/a.applyDefaults(J)J -> aop
    com/acme/frostfixture/GenericBox.hYkTkkFL6zYU()Ljava/lang/String; -> mi
    com/acme/frostfixture/ServiceImpl.RMQap4kXy()Ljava/lang/String; -> aiz
    com/acme/frostfixture/o.resolveContext(Ljava/lang/String;)Z -> aws
    com/acme/frostfixture/ReflectionTarget.sZasTNY4YhENkpP()Ljava/lang/String; -> ace
    com/acme/frostfixture/c.drainQueue(I)I -> aql
    com/acme/frostfixture/q.formatStatus([I)I -> axn
    com/acme/frostfixture/GenericBox.AKqP631WbqTh()Ljava/lang/String; -> ne
    com/acme/frostfixture/MbaCases.lur5jjUX2c()Ljava/lang/String; -> sz
    com/acme/frostfixture/ReflectionTarget.aBmKLvrzdXTxbaq()Ljava/lang/String; -> abq
    com/acme/frostfixture/LambdaUser.RIeXc8AY5()Ljava/lang/String; -> sb
    com/acme/frostfixture/ResourceUser.iki3HD37P()Ljava/lang/String; -> afu
    com/acme/frostfixture/ReflectionTarget.FfD8WUXlL8v8A()Ljava/lang/String; -> adw
    com/acme/frostfixture/MbaCases.bLme86SzTmxDQ02()Ljava/lang/String; -> sp
    com/acme/frostfixture/PluginEntrypoint.SPxOgtvbQG5WpGm()Ljava/lang/String; -> abl
    com/acme/frostfixture/ApiHidingCases.NvzgODjN6L7pa()Ljava/lang/String; -> et
    com/acme/frostfixture/ApiHidingCases.T9OkMo6qo()Ljava/lang/String; -> cs
    com/acme/frostfixture/ApiHidingCases.WoEqxXFqgCN()Ljava/lang/String; -> cn
    com/acme/frostfixture/r.countEntries()V -> axw
    com/acme/frostfixture/a.mergeOptions(J)J -> aoh
    com/acme/frostfixture/m.loadCache(I)I -> avv
    com/acme/frostfixture/FixtureApp.AuvysJyny1a()Ljava/lang/String; -> io
    com/acme/frostfixture/FixtureApp.TFOIYb0jSC()Ljava/lang/String; -> gw
    com/acme/frostfixture/GenericBox.hp4gkwkEmVYBZVJ()Ljava/lang/String; -> ov
    com/acme/frostfixture/PluginEntrypoint.VEgymGj6tJV()Ljava/lang/String; -> zx
    com/acme/frostfixture/GenericBox.oeTUqgxe97VmPE()Ljava/lang/String; -> of
    com/acme/frostfixture/s.mergeOptions(J)J -> ayg
    com/acme/frostfixture/FixtureApp.NevrtkMcYUuv1()Ljava/lang/String; -> hu
    com/acme/frostfixture/f.countEntries()V -> arz
    com/acme/frostfixture/AnnotatedEndpoint.XNRPjV1UF()Ljava/lang/String; -> bs
    com/acme/frostfixture/x.countEntries()V -> bbe
    com/acme/frostfixture/ResourceUser.l7lls0I0LNgKJw4()Ljava/lang/String; -> afk
    com/acme/frostfixture/l.countEntries()V -> avl
    com/acme/frostfixture/MbaCases.nuVk7iD42()Ljava/lang/String; -> uz
    com/acme/frostfixture/NativeBridge.iKiuNr1KYWG()Ljava/lang/String; -> vh
    com/acme/frostfixture/ServiceImpl.mTWdzur8ikw()Ljava/lang/String; -> aju
    com/acme/frostfixture/TracePrinter.DDPtcnms3cU3AE()Ljava/lang/String; -> aln
    com/acme/frostfixture/w.saveCache(Ljava/lang/String;)Ljava/lang/String; -> bak
    com/acme/frostfixture/FixtureApp.rTrnR2BnrrdusWs()Ljava/lang/String; -> in
    com/acme/frostfixture/ServiceImpl.aY6gITsABi2jy2l()Ljava/lang/String; -> aka
    com/acme/frostfixture/ResourceUser.BxAphhcwOk()Ljava/lang/String; -> afv
    com/acme/frostfixture/FixtureApp.jO0em1IvCzhc6Nl()Ljava/lang/String; -> hp
    com/acme/frostfixture/NativeBridge.R0Lu6tnrDaKo()Ljava/lang/String; -> wy
    com/acme/frostfixture/AnnotatedEndpoint.Qz7MJiHgSGK()Ljava/lang/String; -> u
    com/acme/frostfixture/GenericBox.GnYinfXLlR53CH()Ljava/lang/String; -> ox
    com/acme/frostfixture/NativeBridge.NfGuyeP5Lb87nT()Ljava/lang/String; -> xn
    com/acme/frostfixture/PluginEntrypoint.BLSAUuxIwA()Ljava/lang/String; -> zr
    com/acme/frostfixture/ReflectionTarget.YTIDs5PpMU46()Ljava/lang/String; -> adb
    com/acme/frostfixture/g.mergeOptions(J)J -> asj
    com/acme/frostfixture/MbaCases.Ji2ld38rsepCmmy()Ljava/lang/String; -> tp
    com/acme/frostfixture/FixtureApp.wKoX3tH4JFd3k()Ljava/lang/String; -> gs
    com/acme/frostfixture/ApiHidingCases.Lx16PM3FJ()Ljava/lang/String; -> eg
    com/acme/frostfixture/AnnotatedEndpoint.kBatxxr49()Ljava/lang/String; -> c
    com/acme/frostfixture/ResourceUser.UwIc9GJHNhuHyi()Ljava/lang/String; -> agb
    com/acme/frostfixture/AnnotatedEndpoint.LOaEzrkv34()Ljava/lang/String; -> be
    jdk/jfr/DataAmount.value()Ljava/lang/String; -> is
    com/acme/frostfixture/ServiceImpl.nAOFvLgM8Z()Ljava/lang/String; -> akm
    com/acme/frostfixture/GenericBox.S4rEtmyGXt5p()Ljava/lang/String; -> nm
    com/acme/frostfixture/AnnotatedEndpoint.JKWLj1nAMAhQ7z()Ljava/lang/String; -> an
    com/acme/frostfixture/b.saveCache(Ljava/lang/String;)Ljava/lang/String; -> aoz
    com/acme/frostfixture/TracePrinter.x18CDyFOPc()Ljava/lang/String; -> amc
    com/acme/frostfixture/GenericBox.gv3KXKax2()Ljava/lang/String; -> np
    com/acme/frostfixture/ApiHidingCases.Hmpwi4wixqf()Ljava/lang/String; -> cx
    com/acme/frostfixture/AnnotatedEndpoint.eSpMJmaLAo()Ljava/lang/String; -> az
    com/acme/frostfixture/GenericBox.R7hhVQjS2XKds()Ljava/lang/String; -> nb
    com/acme/frostfixture/FlowCases.Tkxyi6GwIuc()Ljava/lang/String; -> kf
    com/acme/frostfixture/NativeBridge.vU97rN5Pgk4cbX()Ljava/lang/String; -> xo
    com/acme/frostfixture/PluginEntrypoint.ALisjiRiptA9ta()Ljava/lang/String; -> yr
    com/acme/frostfixture/k.loadCache(I)I -> avd
    com/acme/frostfixture/NativeBridge.oU34pZgVmEiRk8()Ljava/lang/String; -> wu
    com/acme/frostfixture/PluginEntrypoint.c3tsb71bXh2F()Ljava/lang/String; -> abm
    com/acme/frostfixture/ServiceImpl.VnALMpxzW90vUF()Ljava/lang/String; -> akb
    com/acme/frostfixture/NativeBridge.l4BKzT4Z03xo()Ljava/lang/String; -> vi
    com/acme/frostfixture/c.formatStatus([I)I -> aqb
    com/acme/frostfixture/ApiHidingCases.BK6b7foIdDz1Bmc()Ljava/lang/String; -> dm
    com/acme/frostfixture/AnnotatedEndpoint.xq8tGFiCWn()Ljava/lang/String; -> ad
    com/acme/frostfixture/ServiceImpl.tvJrxwmMYgfvmT()Ljava/lang/String; -> aky
    com/acme/frostfixture/ApiHidingCases.t1hHcrelo2g()Ljava/lang/String; -> fl
    com/acme/frostfixture/LambdaUser.yqxJkadBpJXCI()Ljava/lang/String; -> rx
    com/acme/frostfixture/ServiceImpl.qJav8N7g91J1p()Ljava/lang/String; -> aix
    com/acme/frostfixture/AnnotatedEndpoint.bPoMI0v0Ta()Ljava/lang/String; -> bb
    com/acme/frostfixture/NativeBridge.i8v5ZTDDXkVhju()Ljava/lang/String; -> vg
    com/acme/frostfixture/ServiceImpl.Jnn0uCNH3()Ljava/lang/String; -> ajc
    com/acme/frostfixture/ServiceImpl.jmd40UbJeIz61H()Ljava/lang/String; -> aiq
    com/acme/frostfixture/FlowCases.branch(II)I -> iu
    com/acme/frostfixture/c.writeProperty(J)J -> aqp
    com/acme/frostfixture/m.mergeOptions(J)J -> avz
    com/acme/frostfixture/ReflectionTarget.vv7utggSubtPzy()Ljava/lang/String; -> aef
    com/acme/frostfixture/ServiceImpl.fpPW66lpki9VdEN()Ljava/lang/String; -> ajs
    com/acme/frostfixture/s.loadCache(I)I -> ayc
    com/acme/frostfixture/FixtureApp.Tz4W5qZZxl7F()Ljava/lang/String; -> id
    com/acme/frostfixture/LambdaUser.ZG8BTXcVwm()Ljava/lang/String; -> pd
    com/acme/frostfixture/p.refreshSnapshot(Ljava/lang/String;)Ljava/lang/String; -> axe
    com/acme/frostfixture/MbaCases.t3niFnLN1q44s()Ljava/lang/String; -> tv
    com/acme/frostfixture/ResourceUser.NdqtHE9gDqbe()Ljava/lang/String; -> afn
    com/acme/frostfixture/ServiceImpl.dl3YKNM0wyaL3BV()Ljava/lang/String; -> ajz
    com/acme/frostfixture/TracePrinter.kBgQYGtoaH2()Ljava/lang/String; -> anz
    com/acme/frostfixture/x.formatStatus([I)I -> bbf
    com/acme/frostfixture/MbaCases.qod2LpCor8W4()Ljava/lang/String; -> ug
    com/acme/frostfixture/PluginEntrypoint.o1FBwiPtyxe()Ljava/lang/String; -> yu
    com/acme/frostfixture/PluginEntrypoint.UQF9xZxFpZoygT4()Ljava/lang/String; -> zs
    com/acme/frostfixture/TracePrinter.xeKksJAmrhqL()Ljava/lang/String; -> anf
    com/acme/frostfixture/GenericBox.NdX7evB18Vw(Ljava/lang/String;I)Ljava/lang/String; -> md
    com/acme/frostfixture/TracePrinter.DDzH9Lvd9()Ljava/lang/String; -> alv
    com/acme/frostfixture/FixtureApp.sXfZ9yaO1LPXAf()Ljava/lang/String; -> hq
    com/acme/frostfixture/AnnotatedEndpoint.fQMyS1ZlwH()Ljava/lang/String; -> aa
    com/acme/frostfixture/ResourceUser.HSmU7tO2YeP71O()Ljava/lang/String; -> agf
    com/acme/frostfixture/AnnotatedEndpoint.FgllZtR9ZRBQ()Ljava/lang/String; -> bq
    com/acme/frostfixture/LambdaUser.FSQMulmBvI8V()Ljava/lang/String; -> pz
    com/acme/frostfixture/LambdaUser.CM0bDlhNYSo()Ljava/lang/String; -> rd
    com/acme/frostfixture/NativeBridge.lFyiJUmIiS()Ljava/lang/String; -> vm
    com/acme/frostfixture/TracePrinter.i9LfJoC99()Ljava/lang/String; -> alh
    com/acme/frostfixture/AnnotatedEndpoint.wMvCeOXc86()Ljava/lang/String; -> w
    com/acme/frostfixture/PluginEntrypoint.onEnable()V -> xz
    com/acme/frostfixture/FixtureMarker.value()Ljava/lang/String; -> is
    com/acme/frostfixture/r.refreshSnapshot(Ljava/lang/String;)Ljava/lang/String; -> aya
    com/acme/frostfixture/ApiHidingCases.Z8cSvFkYHh6lEu()Ljava/lang/String; -> el
    com/acme/frostfixture/GenericBox.M4aor4GDWPX()Ljava/lang/String; -> op
    com/acme/frostfixture/TracePrinter.smayfaQrm8()Ljava/lang/String; -> ali
    jdk/jfr/internal/Cutoff.value()Ljava/lang/String; -> is
    com/acme/frostfixture/NativeBridge.eUiOdKHqJ4VmNNh()Ljava/lang/String; -> xr
    com/acme/frostfixture/FlowCases.Zvt667g999N()Ljava/lang/String; -> kb
    com/acme/frostfixture/LambdaUser.ap7pUiv4yvETkLf()Ljava/lang/String; -> pq
    com/acme/frostfixture/ApiHidingCases.probe()Ljava/lang/String; -> ci
    com/acme/frostfixture/GenericBox.R94VRwibjqjZSn()Ljava/lang/String; -> nc
    com/acme/frostfixture/MbaCases.clvD3dpmZ0s()Ljava/lang/String; -> tc
    com/acme/frostfixture/ServiceImpl.QodUrj1YCCnv()Ljava/lang/String; -> aie
    com/acme/frostfixture/NativeBridge.ClvSuKaaONNPQ()Ljava/lang/String; -> vt
    com/acme/frostfixture/a.writeProperty(J)J -> aox
    com/acme/frostfixture/s.applyDefaults(J)J -> ayo
    com/acme/frostfixture/MbaCases.TRMCA6wh0h()Ljava/lang/String; -> um
    com/acme/frostfixture/ReflectionTarget.SX0xUzTdzGHhc()Ljava/lang/String; -> abr
    com/acme/frostfixture/TracePrinter.HqANqGEoMguc6()Ljava/lang/String; -> aly
    com/acme/frostfixture/AnnotatedEndpoint.DlyqrjTuU()Ljava/lang/String; -> by
    com/acme/frostfixture/GenericBox.g6UAOOCG8WQ()Ljava/lang/String; -> mp
    com/acme/frostfixture/ReflectionTarget.JY4vB1O7rQLzCKj()Ljava/lang/String; -> abx
    com/acme/frostfixture/q.validateState(Ljava/util/Collection;)I -> axk
    com/acme/frostfixture/FlowCases.RvKm0vWUKEBFxr()Ljava/lang/String; -> kk
    com/acme/frostfixture/u.applyDefaults(J)J -> azw
    com/acme/frostfixture/h.countEntries()V -> atc
    com/acme/frostfixture/r.saveCache(Ljava/lang/String;)Ljava/lang/String; -> axs
    com/acme/frostfixture/ApiHidingCases.hVrZWju0uY()Ljava/lang/String; -> ec
    com/acme/frostfixture/FlowCases.z57qKaejfITmXW()Ljava/lang/String; -> lk
    com/acme/frostfixture/TracePrinter.ERjZgGxsh78mKR()Ljava/lang/String; -> ant
    com/acme/frostfixture/ServiceImpl.HM9sB0Rjlu()Ljava/lang/String; -> aig
    com/acme/frostfixture/AnnotatedEndpoint.vyuOKWGBkuBF()Ljava/lang/String; -> bc
    com/acme/frostfixture/FlowCases.dujeq09yXTJ()Ljava/lang/String; -> jb
    com/acme/frostfixture/b.countEntries()V -> apd
    com/acme/frostfixture/t.countEntries()V -> azf
    com/acme/frostfixture/PluginEntrypoint.tPDDLopLhGu()Ljava/lang/String; -> yf
    com/acme/frostfixture/TracePrinter.Sd72ODDBaBx()Ljava/lang/String; -> ame
    com/acme/frostfixture/FixtureApp.JGriHvqMbbAIt()Ljava/lang/String; -> gq
    com/acme/frostfixture/ApiHidingCases.pjb4pZsL8cjPncl()Ljava/lang/String; -> ei
    com/acme/frostfixture/w.countEntries()V -> bao
    com/acme/frostfixture/e.countEntries()V -> arf
    com/acme/frostfixture/n.countEntries()V -> awg
    com/acme/frostfixture/q.countEntries()V -> axm
    com/acme/frostfixture/AnnotatedEndpoint.s4Ah6l52drrx()Ljava/lang/String; -> k
    com/acme/frostfixture/ReflectionTarget.tKU2Uv06GBGK7U()Ljava/lang/String; -> acu
    com/acme/frostfixture/ReflectionTarget.txdVLIrdNW6MXb()Ljava/lang/String; -> aeo
    com/acme/frostfixture/ServiceImpl.JLgKqjdZU()Ljava/lang/String; -> ajl
    com/acme/frostfixture/GenericBox.e9X5ccbjGpVTsHm()Ljava/lang/String; -> nx
    com/acme/frostfixture/l.refreshSnapshot(Ljava/lang/String;)Ljava/lang/String; -> avp
    com/acme/frostfixture/LambdaUser.join(Ljava/lang/String;I)Ljava/lang/String; -> oy
    com/acme/frostfixture/ResourceUser.MobabRBuCXl()Ljava/lang/String; -> afr
    com/acme/frostfixture/a.buildLookupKey([I)I -> aor
    com/acme/frostfixture/FlowCases.kQUeyxQzfAkTHN()Ljava/lang/String; -> lj
    com/acme/frostfixture/LambdaUser.uFPcJ3sDIb9jMh()Ljava/lang/String; -> rj
    com/acme/frostfixture/AnnotatedEndpoint.Nk4htfOCXU8WATH()Ljava/lang/String; -> bj
    com/acme/frostfixture/c.mapIdentifier(Ljava/lang/String;)Ljava/lang/String; -> aqm
